review_text,processed_text,label,source
Hàng y mẫu.s tư vấn nhiệt tình .ok.,hàng y_mẫu tư_vấn nhiệt_tình,1,tiki_sentiment
73908012758,73908012758,0,dduongdev_shopee_raw
76342414121,76342414121,0,dduongdev_shopee_raw
84939191911,84939191911,1,dduongdev_shopee_raw
"Phục vụ tốt , chât lượng OK .",phục_vụ chât_lượng,1,tiki_sentiment
"Đến khi nhận phun sương yếu xìu, ib cho shop phản ánh thì ko thèm trả lời.",phun sương yếu xìu ib shop phản_ánh thèm trả_lời,0,tiki_sentiment
Nhắn tin thì shop k trả lời.,nhắn_tin shop trả_lời,0,tiki_sentiment
75268171275,75268171275,1,dduongdev_shopee_raw
14459327687,14459327687,1,dduongdev_shopee_raw
K y ảnh.,y_ảnh,0,tiki_sentiment
Còn được bạn ý tặng dây chun nữa ^^.,tặng dây chun,1,tiki_sentiment
Shop phục vụ khá tốt Chất lượng sản phẩm tạm được Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh.,shop phục_vụ chất_lượng sản_phẩm tạm đóng_gói sản_phẩm chắc_chắn thời_gian giao hàng,1,tiki_sentiment
Lần thứ 2 mua hàng của shop vẫn ưng.,mua hàng shop ưng,1,tiki_sentiment
Áo cổ polo hơi nhỏ so với tương tượng.,áo cổ polo hơi tương_tượng,1,tiki_sentiment
Mong lần sau có size S để vừa người hơn .,mong size,1,tiki_sentiment
57845060365,57845060365,1,dduongdev_shopee_raw
83456700596,83456700596,1,dduongdev_shopee_raw
80197388589,80197388589,1,dduongdev_shopee_raw
"Ko hài lòng lắm,, bé tè có lần là ướt hết cả, phải thay liền,, lúc mới mặc vào thì những sợi long bên trong đái quần ,dính vào bướm bé va mông của bé bé rất khó chịu.",hài_lòng bé tè ướt thay liền mặc sợi long đái_quần dính bướm bé va_mông bé bé khó_chịu,0,tiki_sentiment
Giá tốt giày đẹp...,giá giày đẹp,1,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,đóng_gói sản_phẩm đẹp chắc_chắn đóng_gói sản_phẩm đẹp chắc_chắn đóng_gói sản_phẩm đẹp chắc_chắn,1,tiki_sentiment
Chất vải Ok nhé các bạn.,chất vải,1,tiki_sentiment
So k giong hinh.nc la k on chut nao.,giong hinh nc_la on chut nao,0,tiki_sentiment
"mình xài hộp màu xanh, sao lại thấy không thơm nhỉ?",xài hộp màu xanh thơm,1,tiki_sentiment
Chừng 3 lần giặc máy chắc k mặc đc nữa.,chừng giặc máy mặc,0,tiki_sentiment
Mình không thích màu son và mùi lắm.,màu son mùi,0,tiki_sentiment
81897267219,81897267219,0,dduongdev_shopee_raw
84840902427,84840902427,0,dduongdev_shopee_raw
78322808191,78322808191,0,dduongdev_shopee_raw
Giá lại hợp lý.,giá hợp_lý,1,tiki_sentiment
16118240841,16118240841,1,dduongdev_shopee_raw
Hihi quần dễ thương.,hihi quần dễ_thương,1,tiki_sentiment
Áo đẹp rất hài lòng Thời gian giao hàng rất nhanh.,áo đẹp hài_lòng thời_gian giao hàng,1,tiki_sentiment
Chất đẹp mát giá rẻ.,chất đẹp mát giá rẻ,1,tiki_sentiment
15293163193,15293163193,1,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời màu sắc rất đẹp❤️.,chất_lượng sản_phẩm tuyệt_vời màu_sắc đẹp,1,tiki_sentiment
"Artemia rất ok,tỉ lệ nở cao, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.",artemia tỉ_lệ nở chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ tiền thời_gian giao hàng,1,tiki_sentiment
88738710650,88738710650,0,dduongdev_shopee_raw
18330581277,18330581277,0,dduongdev_shopee_raw
T nhờ Shop gửi hàng đúng màu.,shop gửi hàng màu,0,tiki_sentiment
81239100630,81239100630,1,dduongdev_shopee_raw
35849475609,35849475609,0,dduongdev_shopee_raw
77433659437,77433659437,0,dduongdev_shopee_raw
Ferfec.,ferfec,1,tiki_sentiment
67836791052,67836791052,1,dduongdev_shopee_raw
Cúc áo không chắc chắn.,cúc áo chắc_chắn,0,tiki_sentiment
65491340683,65491340683,0,dduongdev_shopee_raw
Tiền nào của đó ... xứng giá tiền.,tiền xứng giá tiền,1,tiki_sentiment
38373472262,38373472262,0,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.nhưng phom hơi to.bạn nào đặt thì lùi lại 1 size nhé.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ tiền thời_gian giao hàng phom hơi to lùi size,1,tiki_sentiment
"Đóng gói sản phẩm tốt, cần thêm hộp đựng sẽ tốt hơn.",đóng_gói sản_phẩm hộp đựng,1,tiki_sentiment
Gửi nhầm size quá rộng.,gửi nhầm size rộng,0,tiki_sentiment
16602788883,16602788883,1,dduongdev_shopee_raw
Shop làm ăn quá tệ ..,shop làm_ăn tệ,0,tiki_sentiment
----->>>>Bó tay.,bó_tay,0,tiki_sentiment
Thời gian giao hàng nhanh :).,thời_gian giao hàng,1,tiki_sentiment
"Hàng nhìn hơi xấu nhưng được cái bén, công dụng chính xài tốt là được rồi.",ha ng_nhi hơi xâ_u đươ ca be công_du_ng chi_nh tô t_la đươ rô,1,tiki_sentiment
Hàng đẹp y hình . m.n ủng hộ nhiều nha 🤣🤣.,hàng đẹp hình ủng_hộ nha,1,tiki_sentiment
79879158742,79879158742,1,dduongdev_shopee_raw
Chất lượng K dẹp.,chất_lượng dẹp,0,tiki_sentiment
Dong goi dep.,dong goi dep,1,tiki_sentiment
Từ nay thôi cạch mặt bọn này.,thôi_cạch mặt bọn,0,tiki_sentiment
74675661913,74675661913,0,dduongdev_shopee_raw
Shop bọc hàng rất cẩn thận.,shop bọc hàng cẩn_thận,1,tiki_sentiment
75900844413,75900844413,0,dduongdev_shopee_raw
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Vải co giãn tốt, quần ôm sát, form đẹp, điểm cộng to bự là shop có bảng chọn size theo số đo vòng nên lựa chọn chuẩn xác hơn là chỉ dựa vào cân nặng và chiều cao.",chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn vải co_giãn quần ôm sát form đẹp cộng to_bự shop bảng size đo vòng lựa_chọn chuẩn_xác dựa cân chiều,1,tiki_sentiment
75199445968,75199445968,0,dduongdev_shopee_raw
Kích thước nhỏ hơn thực tế.,kích_thước thực_tế,0,tiki_sentiment
Ko giống trong hình.,hình,0,tiki_sentiment
mình mua 5 sp thì có 4 sp chất lượng rất ok còn 1 sp quần tất giao sai mình vẫn cho 5 sao nhé.,mua sản_phẩm sản_phẩm chất_lượng sản_phẩm quần_tất giao sai,1,tiki_sentiment
"Chất vải ok, mịn.",châ va mi,1,tiki_sentiment
Nên hàng chất lượng không cao..?,hàng chất_lượng,0,tiki_sentiment
29234526833,29234526833,0,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời 5 sao.,chất_lượng sản_phẩm tuyệt_vời,1,tiki_sentiment
66358048104,66358048104,1,dduongdev_shopee_raw
hàng ko được đẹp lm.,hàng_không đẹp lm,0,tiki_sentiment
Chỉ có điều kh thích cái fom của nó.,có_điều kh fom,0,tiki_sentiment
"Áo quá rộng, rộng hơn áo đen cùng mua, chất cũng mỏng, không đẹp bằng áo đen.",áo rộng rộng áo đen mua chất mỏng đẹp áo đen,1,tiki_sentiment
Chất lượng sản phẩm rất kém Shop phục vụ rất kém Shop phục vụ rất kém Rất không đáng tiền.,chất_lượng sản_phẩm kém shop phục_vụ kém shop phục_vụ kém tiền,0,tiki_sentiment
"Chất thì ok rồi, mỗi tội mua đúng size vẫn bị rộng....",chất tội mua size rộng,0,tiki_sentiment
Đóng gói sản phẩm k dc đẹp.,đóng_gói sản_phẩm đẹp,1,tiki_sentiment
60205263346,60205263346,0,dduongdev_shopee_raw
Làn trước hài lòng còn lần này quá thất vọng.,làn hài_lòng thất_vọng,0,tiki_sentiment
Hơi nhỏ so với sz đã ghi.,hơi sz ghi,1,tiki_sentiment
"Nilon ko thấm mồ hôi, cứng.",nilon thấm mồ_hôi cứng,0,tiki_sentiment
87243092998,87243092998,0,dduongdev_shopee_raw
75995016457,75995016457,1,dduongdev_shopee_raw
Hàng rất đẹp và mịn ấm lắm.,hàng đẹp mịn ấm,1,tiki_sentiment
17584772837,17584772837,1,dduongdev_shopee_raw
mình Hài Lòng về sản phẩm.,hài_lòng sản_phẩm,1,tiki_sentiment
Đặt 2 áo thì 1 áo bị lỗi.,áo áo lỗi,0,tiki_sentiment
Giao hàng qá lâu gần 2 tuần.,giao hàng qá tuần,0,tiki_sentiment
mua của shop 5c vừa ý hết cả 5.,mua shop,1,tiki_sentiment
[TẶNG MIẾNG NGẪU NHIÊN] Miếng lót sơ sinh Bobby Newborn 1-108 miếng,tặng miếng ngẫu_nhiên miếng lót sơ_sinh bobby newborn 108 miếng,1,khngxuninh_shopee_tiki
Tks Shop.,tks shop,1,tiki_sentiment
73589249901,73589249901,1,dduongdev_shopee_raw
Mặc thử thấy rất nhẹ và mát.,mặc thử nhẹ mát,1,tiki_sentiment
70605671039,70605671039,0,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ,1,tiki_sentiment
17516289063,17516289063,0,dduongdev_shopee_raw
Giao hàng nhanh rất hài lòng.,giao hàng hài_lòng,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời .👌🏻.,chất_lượng sản_phẩm tuyệt_vời,1,tiki_sentiment
Áo đc mô tả là form rộng lệch vai nhưng khi mặc lên thì k khác j áo bo đì và vai thì k có tí gì là lệch.,áo mô_tả form rộng lệch vai mặc áo bo_đì vai tí lệch,0,tiki_sentiment
67260145174,67260145174,0,dduongdev_shopee_raw
Cảm ơn shop nhiều.,cảm_ơn shop,1,tiki_sentiment
"Chị chủ dễ thương, nhiệt tình tư vấn!!!",chủ dễ_thương nhiệt_tình tư_vấn,1,tiki_sentiment
Thời gian giao hàng rất nhanh (nhận hàng trong 2 ngày).,thời_gian giao hàng hàng,1,tiki_sentiment
88156329011,88156329011,0,dduongdev_shopee_raw
Form ok.,form,1,tiki_sentiment
[ Hàng Sẵn ] Cây Xương Rồng Nhảy Múa Phát Ra Âm Thanh Vui Nhộn Cho Bé - 120 bài hát + có nhại tiếng,hàng sẵn xương rồng nhảy_múa phát âm_thanh vui_nhộn bé 120 hát nhại tiếng,1,khngxuninh_shopee_tiki
Tốt hơn Merries.,merries,1,tiki_sentiment
"giao hàng nhanh,.",giao hàng,1,tiki_sentiment
43364973052,43364973052,1,dduongdev_shopee_raw
Giày đẹp lắm ạ đii vừa chân êm chân nữa.,giày đẹp đii chân êm_chân,1,tiki_sentiment
Love you 😍 sau này sẽ ủng hộ shop tiếp.,love you sau_này ủng_hộ shop tiếp,1,tiki_sentiment
91134600602,91134600602,0,dduongdev_shopee_raw
"Áo như hình, vải đẹp.",áo hình vải đẹp,1,tiki_sentiment
88237290796,88237290796,0,dduongdev_shopee_raw
Giá rẻ thì chịu vải ko tốt với đường may ko đẹp.,giá rẻ vải đường may đẹp,0,tiki_sentiment
"Chủ shop trl tn rất nhiệt tình, quan tâm khách hàng.",chủ shop trl tn nhiệt_tình quan_tâm khách_hàng,1,tiki_sentiment
Nhìn như giây bỏ đi vây.,giây_bỏ đi vây,0,tiki_sentiment
87561764523,87561764523,1,dduongdev_shopee_raw
85517754463,85517754463,0,dduongdev_shopee_raw
71522180968,71522180968,0,dduongdev_shopee_raw
Tuyệt vời shop ạ.,tuyệt_vời shop,1,tiki_sentiment
84880566151,84880566151,1,dduongdev_shopee_raw
16020211628,16020211628,0,dduongdev_shopee_raw
"E lấy 15 áo về ai cũng nhờ mua dùm, lần s sẽ ủng hộ tiếp ạ 😊.",15 áo mua dùm ủng_hộ tiếp,1,tiki_sentiment
Áo về thích lắm lun.,áo lun,1,tiki_sentiment
81845610939,81845610939,0,dduongdev_shopee_raw
"Vải đẹp , shop đã phục vụ rất tốt.",vải đẹp shop phục_vụ,1,tiki_sentiment
15545087297,15545087297,0,dduongdev_shopee_raw
Rẻ và đẹp so chất lượng.,rẻ đẹp chất_lượng,1,tiki_sentiment
Chất áo cx dày Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.,chất áo dày chất_lượng sản_phẩm tuyệt_vời tiền thời_gian giao hàng,1,tiki_sentiment
"Áo màu from đẹp, chỉ có chất vải mình không thích, chủ shop nhiệt tình.",áo màu from đẹp chất vải chủ_shop nhiệt_tình,1,tiki_sentiment
11339550763,11339550763,0,dduongdev_shopee_raw
13739021767,13739021767,0,dduongdev_shopee_raw
87054099640,87054099640,1,dduongdev_shopee_raw
Chất kém Rất không đáng tiền.,chất kém tiền,0,tiki_sentiment
"Chất đẹp, mát, mặc lên người đẹp thôi rồi luôn.",chất đẹp mát_mặc đẹp,1,tiki_sentiment
feedback siêu yêu cho shop!!!,feedback siêu_yêu shop,1,tiki_sentiment
"Mau ao dep, chat bi chay shop oi, shop rat nhiet tinh.",mau ao dep chat bi_chay shop oi_shop rat nhiet_tinh,1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời , Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền , Thời gian giao hàng nhanh hơn dự định 💝.",chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ tiền thời_gian giao hàng dự_định,1,tiki_sentiment
16597979335,16597979335,0,dduongdev_shopee_raw
Chất lượng sản phẩm vừa với giá tiền.,chất_lượng sản_phẩm giá tiền,1,tiki_sentiment
16903240531,16903240531,0,dduongdev_shopee_raw
Áo len mềm đẹp nhưng ra màu kinh lắm.,áo len_mềm đẹp màu kinh,0,tiki_sentiment
Sản phẩm rất ổn.,sản_phẩm ổn,1,tiki_sentiment
"Chất liệu khá tốt, áo rộng đúng như ý mình muốn, chủ shop nói chuyện dễ thương.",chất_liệu áo rộng như_ý chủ_shop nói_chuyện dễ_thương,1,tiki_sentiment
Tay vs cổ áo nhìn ko giống ảnh lắm nhưng dù sao áo cũng khá đẹp.,cổ_áo ảnh dù_sao áo đẹp,1,tiki_sentiment
14413752619,14413752619,0,dduongdev_shopee_raw
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.",chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn tiền,1,tiki_sentiment
Giày chỉ may đế ẩu quá.,giày may_đế ẩu,0,tiki_sentiment
"Hàng y hình,giao hàng nhanh,size hơi rộng so với chuẩn.",hàng y_hình giao hàng size hơi rộng chuẩn,1,tiki_sentiment
48383388476,48383388476,0,dduongdev_shopee_raw
áo nhũ chất rất đẹp. mà giá lại rẻ nữa.,áo nhũ_chất đẹp giá rẻ,1,tiki_sentiment
Chất lượng sản phẩm xấu.,chất_lượng sản_phẩm xấu,0,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn( nhưng lần sau Shop cho 1c bịch chứ bóc ra rồi ko có bịch đựng đồ)sẽ ủng hộ Shop lần sau típ😘Thks Shop nhiều..💃💃💃.,đóng_gói sản_phẩm đẹp chắc_chắn shop c_bịch bóc bịch đựng đồ ủng_hộ shop típ thks shop,1,tiki_sentiment
Ko đáng tiền trong khi đắt nhất.,tiền đắt,0,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời, chủ shop nhiệt tình lắm luôn!",chất_lượng sản_phẩm tuyệt_vời chủ_shop nhiệt_tình,1,tiki_sentiment
43347075495,43347075495,1,dduongdev_shopee_raw
Đồ không như mong đợi.,đồ mong_đợi,0,tiki_sentiment
"Vải đẹp, đồ giống mẫu, hàng chuẩn, Đóng gói sản phẩm rất đẹp và chắc chắn.",vải đẹp đồ mẫu hàng chuẩn đóng_gói sản_phẩm đẹp chắc_chắn,1,tiki_sentiment
90686335480,90686335480,0,dduongdev_shopee_raw
"Quần mặc bị chật , nt shop k tl !",quần mặc chật_nt shop tl,0,tiki_sentiment
13414351665,13414351665,0,dduongdev_shopee_raw
65470287746,65470287746,0,dduongdev_shopee_raw
"Kem thẩm thấu rất nhanh, thoa xong sáng dậy có cảm giác căng da và mịn hơn , còn việc chống lão hóa thì phải xài hết mới biết kết quả.",kem thẩm_thấu nhanh_thoa dậy cảm_giác căng da mịn chống lão hóa xài kết_quả,1,tiki_sentiment
31173032579,31173032579,0,dduongdev_shopee_raw
Thanks shop nhìu.,thanks shop nhìu,1,tiki_sentiment
86362277602,86362277602,0,dduongdev_shopee_raw
Sản phẩm rất tốt và mới.,sản_phẩm,1,tiki_sentiment
91562498424,91562498424,1,dduongdev_shopee_raw
Chất lượng sản phẩm kém😑.,chất_lượng sản_phẩm kém,0,tiki_sentiment
Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Chất lượng sản phẩm tuyệt vời.,thời_gian giao hàng nhanh_shop phục_vụ đóng_gói sản_phẩm đẹp chắc_chắn tiền chất_lượng sản_phẩm tuyệt_vời,1,tiki_sentiment
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,đóng_gói sản_phẩm đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền thời_gian giao hàng,1,tiki_sentiment
"Áo rất xinh, đệm mỏng nhẹ lắm.",áo xinh_đệm mỏng nhẹ,1,tiki_sentiment
Áo đẹp nhưng giặt ra màu.,áo đẹp giặt màu,0,tiki_sentiment
16085382056,16085382056,0,dduongdev_shopee_raw
85357236085,85357236085,0,dduongdev_shopee_raw
thật sự rất k ưng í khi đã chọn 2L36 vẫn gửi M.m cũng đã có nhắn tin để shop nhớ nhưng vẫn gửi nhầm.ntin thắc mắc mặc dù shop online nhưng vẫn k trả lời.1 lần và tưf nay về sau k bao giờ.,thật_sự ưng_í l36 gửi nhắn_tin shop gửi nhầm ntin thắc_mắc mặc_dù shop_online trả_lời tưf bao_giờ,0,tiki_sentiment
Cảm thấy rất vui và sẽ ủng hộ shop dài dài.,cảm_thấy vui ủng_hộ shop,1,tiki_sentiment
Chúc shop làm ăn phát tài nhaa ❤.,chúc shop làm_ăn phát_tài nhaa,1,tiki_sentiment
Vài thun rất mỏng ko fai len.,thun mỏng fai len,0,tiki_sentiment
75268724233,75268724233,0,dduongdev_shopee_raw
"Hàng giao nhanh, đầy đủ phụ kiện, Rất đáng tiền.",hàng giao đầy_đủ phụ_kiện tiền,1,tiki_sentiment
72369649198,72369649198,0,dduongdev_shopee_raw
Rất đáng tiền Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,tiền chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng,1,tiki_sentiment
Mình mua sp còn được shop tặng thêm món quà nhỏ rất dễ thương.,mua sản_phẩm shop tặng món quà dễ_thương,1,tiki_sentiment
11536944505,11536944505,0,dduongdev_shopee_raw
78701911928,78701911928,0,dduongdev_shopee_raw
83328785660,83328785660,1,dduongdev_shopee_raw
45111769280,45111769280,1,dduongdev_shopee_raw
Áo kg đúng size .vai tam được .giao hàng nhanh .đóng gói đẹp .mình mong la shop đăng đúng kích cỡ để khỏi phiền lòng người mua .mình kg vừa ý nhưng cũng kg có ý định đổi hàng .nhưng mình se kg ủng hộ nữa .nếu như shop kg tạo cho tôi có lòng tin .dù sao cũng cảm ơn shop .so với số tiền thì cũng tạm đuoc.,áo kg size vai tam giao hàng đóng_gói đẹp mong_la shop đăng kích_cỡ phiền_lòng mua kg vừa_ý kg ý_định đổi hàng se kg ủng_hộ nếu_như shop kg dù_sao cảm_ơn shop tiền tạm đuoc,0,tiki_sentiment
"Mới dùng 1 ngày lót bên trong đã rách, phải cắt bỏ phần ngăn lót, nói chung chất lượng không tốt, giao hàng chậm.",lót rách cắt ngăn_lót nói_chung chất_lượng giao hàng chậm,0,tiki_sentiment
Mình cực thích chất son luôn ý.,cực chất_son,1,tiki_sentiment
37038756202,37038756202,0,dduongdev_shopee_raw
Nhưng shop tư vấn nhiệt tình.,shop tư_vấn nhiệt_tình,1,tiki_sentiment
"Vừa in ạ, áo đẹp.",in áo đẹp,1,tiki_sentiment
trời ơi bán hàng gì mà kì quá.sao mềm mát quá vậy..,trời hàng kì mềm_mát,1,tiki_sentiment
Verry buồn khi fai danh giá 1 sao.,verry buồn fai_danh giá,0,tiki_sentiment
90759910448,90759910448,1,dduongdev_shopee_raw
Kem ok nhưng các bạn da hơi ngăm nên chọn tông trắng sáng để lên màu đẹp hơn.,kem da hơi ngăm tông trắng màu đẹp,1,tiki_sentiment
"Quần đẹp dã man, mặc lên dáng rất đẹp.",quần đẹp dã_man mặc lên_dáng đẹp,1,tiki_sentiment
88223195143,88223195143,1,dduongdev_shopee_raw
Shop đóng hàng rất cẩn thận lại đẹp nữa.,shop đóng hàng cẩn_thận đẹp,1,tiki_sentiment
Áo vải đã.,áo vải,1,tiki_sentiment
E chưa sd nên chưa biết nhưng khi sờ vào vải thì mát ạ....nói chung cũng ok.,sd sờ vải mát_ạ nói_chung,1,tiki_sentiment
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,có điều màu hơi ố vàng.",chất_lượng sản_phẩm tuyệt_vời shop phục_vụ thời_gian giao hàng có_điều màu hơi vàng,0,tiki_sentiment
Còn 2 áo croptop và polo thì giống hình ok.,áo croptop polo hình,0,tiki_sentiment
Mỗi tội form áo hơi dài vs rộng so với mình.,tội form áo hơi rộng,0,tiki_sentiment
34382488785,34382488785,0,dduongdev_shopee_raw
Shop vui lòng cẩn thận giúp mình để tránh mất thời gian 2 bên ạ.,shop vui_lòng cẩn_thận giúp thời_gian,0,tiki_sentiment
16373600484,16373600484,1,dduongdev_shopee_raw
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,chất_lượng sản_phẩm tuyệt_vời tiền đóng_gói sản_phẩm đẹp chắc_chắn shop phục_vụ,1,tiki_sentiment
12604023479,12604023479,0,dduongdev_shopee_raw
"Thời gian giao hàng cực kì nhanh, chất lượng sản phẩm rất tốt, hài lòng.",thời_gian giao hàng cực_kì chất_lượng sản_phẩm hài_lòng,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời so với giá tiền .,chất_lượng sản_phẩm tuyệt_vời giá tiền,1,tiki_sentiment
80826261125,80826261125,0,dduongdev_shopee_raw
16488440011,16488440011,0,dduongdev_shopee_raw
Áo chất đẹp lắm ạ .,áo chất đẹp,1,tiki_sentiment
Lớp lót chuẩn.,lớp lót chuẩn,1,tiki_sentiment
Hàng đẹp y hình thích lắm ạ 😊.,hàng đẹp y_hình,1,tiki_sentiment
Nhắn hỏi ko trả lời.,nhắn trả_lời,0,tiki_sentiment
"Không biết giặt có bị phai không nhưng về cơ bản mình rất ưng, sau có dịp sẽ ủng hộ shop tiếp.",giặt phai cơ_bản ưng dịp ủng_hộ shop tiếp,1,tiki_sentiment
Rất không đáng tiền!,tiền,0,tiki_sentiment
Sp dễ thương.,sản_phẩm dễ_thương,1,tiki_sentiment
"Chất lượng sản phẩm kém, áo giao về mở ra bung chỉ tùm lum, bung luôn cả cái túi áo ra :)).",chất_lượng sản_phẩm kém áo giao bung tùm_lum bung túi áo,0,tiki_sentiment
"Hàng chất đẹp, mát, chắc chắn, giống y ảnh.",hàng chất đẹp mát chắc_chắn y_ảnh,1,tiki_sentiment
Yêu sh Chất lượng sản phẩm tuyệt vời.,yêu sh chất_lượng sản_phẩm tuyệt_vời,1,tiki_sentiment
"Áo rất đẹp lun, chất thun chạm vào rất mềm.",áo đẹp lun chất thun chạm mềm,1,tiki_sentiment
áo đẹp váy cũng đẹp luôn.,áo đẹp váy đẹp,1,tiki_sentiment
Chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh.shop tư vấn rất nhiệt tình.,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng nhanh_shop tư_vấn nhiệt_tình,1,tiki_sentiment
91227597270,91227597270,0,dduongdev_shopee_raw
"Chất lượng sản phẩm rất kém,đúng tiền nào của lấy,cái quần như mảnh vải nhau.bảo sao k cho ngta đổi.",chất_lượng sản_phẩm kém tiền quần mảnh vải bảo_sao ngta đổi,0,tiki_sentiment
17244416020,17244416020,0,dduongdev_shopee_raw
"Rất ưng ý...rẻ, chất lượng.",ưng_ý rẻ chất_lượng,1,tiki_sentiment
12482813621,12482813621,0,dduongdev_shopee_raw
Sẽ ủg hộ shop tiếp.,ủg hộ shop tiếp,1,tiki_sentiment
82757421181,82757421181,0,dduongdev_shopee_raw
70572681247,70572681247,0,dduongdev_shopee_raw
"Nhưng cái đầm của tui thiếu mất một hột nút rồi, 4 nút mà Áo tui có 3 nút ah, cái nút trên cùng khg có.",đầm tui hột nút nút áo tui nút ah nút khg,0,tiki_sentiment
91312579256,91312579256,0,dduongdev_shopee_raw
Hộp nát hết.,hộp nát,0,tiki_sentiment
Sản phẩm được .,sản_phẩm,1,tiki_sentiment
61115944338,61115944338,0,dduongdev_shopee_raw
áo dây vải rất dày và đẹp.,áo dây vải dày đẹp,1,tiki_sentiment
Vải đúng giá.,vải giá,1,tiki_sentiment
Sp rat dep.vai rat dep....,sản_phẩm rat dep vai rat dep,1,tiki_sentiment
Mua của shop nhiều lần mà lần nào cũng ưng hết ý👍👍👍. chắc phải ủng hộ shop dài dài 😅😅.,mua shop ưng ủng_hộ shop,1,tiki_sentiment
Form quần xinh lắm ạ.,form quần_xinh,1,tiki_sentiment
"Chất vải và kiểu áo đều ok, dễ mặc.",chất vải kiểu áo mặc,1,tiki_sentiment
"Chất lượng sản phẩm rất kém, rất rất kém, hình một đằng, thực tế một nẻo, quần thì rộng, to size S mà như L, quần thì lưng ngắn quá mức cho phép, k tới mức vừa chứ đừng nói là lưng cao, form không ôm, rộng rộng, xấu kinh khủng.",chất_lượng sản_phẩm kém kém_hình đằng thực_tế nẻo quần rộng to size_s l_quần lưng ngắn cho_phép đừng lưng cao_form ôm rộng rộng xấu kinh_khủng,0,tiki_sentiment
68556196919,68556196919,0,dduongdev_shopee_raw
62389832529,62389832529,1,dduongdev_shopee_raw
"Áo mịn mát mà k quá mỏng, biết vậy mua nhiều hơn cho bõ công ship, mua có 2 cái 😆😆.",áo mịn mát mỏng mua bõ_công giao hàng mua,1,tiki_sentiment
Sẽ ủng hộ dài dài 😌.,ủng_hộ,1,tiki_sentiment
"mặc thì k nâng ngực mà còn xẹp đi và bè ra. chất lượg kém. nói chug k như giới thiệu, thất vọng.",mặc nâng ngực mà_còn xẹp đi bè chất lượg kém chug giới_thiệu thất_vọng,0,tiki_sentiment
Ko có chỉ thừa.,thừa,1,tiki_sentiment
